"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4862564";"";"0";"534.54";"2";"5.93";"10";"Cc1cnc(Nc2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c(F)c2)nc1-c1cnn(C(C)C)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"14.75";"0.29";"1.96";"7.75";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL3617968";"BAY-678";"0";"400.36";"0";"4.11";"EUB0000735";"CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)nc1";"% Control";"";"91.3";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507272";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL3218578";"BGT-226";"2";"534.54";"1";"4.38";"BGT-226";"COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL494089";"GSK-690693";"1";"425.49";"0";"1.58";"GSK-690693";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL1094408";"NMS-1286937";"0";"448.53";"0";"1.58";"NMS-1286937";"COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL1976040";"ADAVOSERTIB";"2";"500.61";"1";"2.89";"MK-1775";"C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster lab chemical proteomics drug profiling";"Science";"2017";"None";""
"CHEMBL4447631";"";"0";"467.59";"0";"4.01";"9";"Cc1cnc(Nc2ccc(N3CCC(N(C)CCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.60";"0.35";"4.69";"10.56";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL4444169";"";"0";"418.47";"0";"2.87";"30";"[2H]C([2H])([2H])NC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O";"IC50";"'='";"0.49";"nM";"9.31";"";"";"UO_0000065";"22.41";"0.44";"6.44";"8.23";"0";"CHEMBL4414785";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4444169";"";"0";"418.47";"0";"2.87";"30";"[2H]C([2H])([2H])NC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"16.36";"0.32";"3.93";"6.01";"0";"CHEMBL4414793";"Inhibition of TYK2 JH2 domain in human whole blood assessed as inhibition of IFNalpha-induced STAT5 phosphorylation preincubated for 1 hr followed by IFNalpha stimulation and measured after 15 mins by fluorescence assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4165749";"BI 2545";"0";"527.43";"1";"4.24";"EUB0000318";"O=C(NC[C@H]1[C@@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@H]12)c1ccc2[nH]nnc2c1";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880001";"KinomeScan assay: inhibition of TYK2(JH2domain-pseudokinase)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: G556/D888 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507275";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4526283";"";"0";"415.45";"0";"2.87";"23";"CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"16.23";"0.32";"3.87";"5.96";"0";"CHEMBL4414793";"Inhibition of TYK2 JH2 domain in human whole blood assessed as inhibition of IFNalpha-induced STAT5 phosphorylation preincubated for 1 hr followed by IFNalpha stimulation and measured after 15 mins by fluorescence assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4794578";"";"0";"397.44";"0";"2.58";"7";"CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12";"Activity";"'='";"96.48";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4721566";"Inhibition of wild-type human partial length TYK2 expressed in mammalian expression system assessed as residual activity at 1 uM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715821";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"Dose = 1.0 microM"
"CHEMBL1091513";"MRK-560";"0";"517.93";"1";"4.67";"EUB0000750";"O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507288";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL3907057";"BAY-826";"0";"558.54";"2";"7.59";"EUB0000713";"Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cc(C#N)cc(S(F)(F)(F)(F)F)c1";"% Control";"";"87.3";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880001";"KinomeScan assay: inhibition of TYK2(JH2domain-pseudokinase)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: G556/D888 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507270";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM"
"CHEMBL4846921";"";"0";"508.67";"1";"4.62";"26";"CCN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(C)(=O)=O)c5)c4n3)cc2)CC1";"IC50";"'='";"4.3";"nM";"8.37";"";"";"UO_0000065";"16.45";"0.33";"3.75";"9.25";"0";"CHEMBL4839026";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837239";"1";"Scientific Literature";"J Med Chem";"2021";"None";""
"CHEMBL3797887";"(S)-9s";"0";"300.75";"0";"2.20";"EUB0000341";"C[C@@H](c1cccc(C#N)c1)n1cc(Cl)cc(C(N)=O)c1=N";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507301";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4585243";"BAY-7598";"0";"505.57";"1";"3.60";"EUB0000728";"O=C(c1ccc(OCCC2CCOCC2)cc1)[C@H]1CC[C@@H](Cn2nnc3ccccc3c2=O)[C@@H]1C(=O)O";"% Control";"";"41.0";"%";"";"";"Slightly Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507264";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL3417525";"BI 665915";"0";"458.53";"0";"2.78";"EUB0000749";"CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1";"% Control";"";"75.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507276";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4865736";"";"0";"524.52";"2";"6.33";"11l";"Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)c2ccc(C(F)(F)F)cc2F)nc1-c1cnn(C(C)C)c1";"IC50";"'='";"10.62";"nM";"7.97";"";"";"UO_0000065";"15.20";"0.29";"1.64";"10.50";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL4872338";"";"0";"361.38";"0";"3.63";"14k";"Cn1ccc2cc(Nc3ncc(F)c(-c4cnn(CCC#N)c4)n3)ccc21";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"21.43";"0.39";"4.11";"9.18";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL4538174";"ERKi";"0";"311.35";"0";"2.33";"EUB0000298";"C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1";"% Control";"";"94.7";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507286";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM"
"CHEMBL4746760";"";"0";"447.46";"0";"0.80";"29";"CNC(=O)Cn1cc(Nc2cc(-c3cccc(NC(=O)CNC(=O)CC#N)c3)ncn2)cn1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4685312";"Inhibition of recombinant human N-terminal GST-tagged TYK2 cytoplasmic domain (833 to 1187 residues) expressed in baculovirus expression system using TK-substrate-biotin preincubated for 5 mins followed by substrate addition and measured after 30 mins by HTRF assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680201";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.5833 hr"
"CHEMBL2204538";"THPP-1";"0";"464.91";"0";"3.06";"EUB0000751";"COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507293";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM"
"CHEMBL2204538";"THPP-1";"0";"464.91";"0";"3.06";"EUB0000751";"COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880001";"KinomeScan assay: inhibition of TYK2(JH2domain-pseudokinase)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: G556/D888 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507293";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM"
"CHEMBL3936693";"";"0";"409.46";"0";"3.51";"BDBM255024";"CCN1CN([C@H]2CC[C@H](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"260.0";"nM";"6.58";"";"444014";"UO_0000065";"16.08";"0.31";"3.08";"10.25";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4560589";"MLi-2-NC";"0";"393.49";"0";"3.58";"EUB0000706";"C[C@H]1CN(c2cc(-c3nn(C)c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H](C)O1";"% Control";"";"51.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507291";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL3906070";"";"0";"270.34";"0";"2.40";"BDBM254978";"O=C1NCN(C2CCCCC2)c2c1cnc1[nH]ccc21";"IC50";"'='";"26.0";"nM";"7.58";"";"443986";"UO_0000065";"28.06";"0.52";"5.19";"12.43";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Database";"";"2016";"None";""
